Category;Order Date;Postal Code;Segment;Product Name;Price;Quantity;Discount;Region
Furniture;11.11.2015;60653;Consumer;DAX Wood Document Frame.;-7.9634;2;0.6;Central
Furniture;9.08.2017;60090;Consumer;"Executive Impressions 12"" Wall Clock";-7.7748;2;0.6;Central
Furniture;11/19/2017;77041;Consumer;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;-0.7566;2;0.6;Central
Furniture;12.03.2018;77041;Consumer;Tensor Brushed Steel Torchiere Floor Lamp;-14.2716;2;0.6;Central
Furniture;2/27/2017;77070;Consumer;DAX Two-Tone Silver Metal Document Frame;-6.8816;2;0.6;Central
Furniture;2.09.2018;77070;Consumer;Stacking Trays by OIC;-2.6892;2;0.6;Central
Furniture;12/16/2015;77340;Consumer;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;-74.9526;2;0.6;Central
Furniture;12.06.2015;60610;Consumer;Nu-Dell Float Frame 11 x 14 1/2;-4.8492;3;0.6;Central
Furniture;12/29/2015;60610;Consumer;Tenex Chairmats For Use with Hard Floors;-50.6688;3;0.6;Central
Furniture;5/27/2017;60623;Consumer;36X48 HARDFLOOR CHAIRMAT;-33.3582;3;0.6;Central
Furniture;5/31/2017;62521;Consumer;"Executive Impressions 16-1/2"" Circular Wall Clock";-12.8256;3;0.6;Central
Furniture;1.07.2017;79109;Consumer;"Executive Impressions 13"" Clairmont Wall Clock";-10.9611;3;0.6;Central
Furniture;11.12.2015;75007;Consumer;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;-6.9102;3;0.6;Central
Furniture;10.03.2015;75217;Consumer;DAX Natural Wood-Tone Poster Frame;-19.0656;3;0.6;Central
Furniture;11.04.2017;77041;Consumer;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;-5.688;3;0.6;Central
Furniture;1.07.2015;77340;Consumer;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";-53.7096;3;0.6;Central
Furniture;7/26/2015;78207;Consumer;DAX Clear Channel Poster Frame;-10.0602;3;0.6;Central
Furniture;5.12.2016;77041;Consumer;DAX Wood Document Frame.;-15.9268;4;0.6;Central
Furniture;11.04.2017;77041;Consumer;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;-84.2928;4;0.6;Central
Furniture;5/29/2018;77095;Consumer;Eldon Executive Woodline II Cherry Finish Desk Accessories;-52.3392;4;0.6;Central
Furniture;11/28/2016;61821;Consumer;"Eldon ""L"" Workstation Diamond Chairmat";-182.352;5;0.6;Central
Furniture;8/26/2018;60610;Consumer;"Seth Thomas 16"" Steel Case Clock";-43.848;5;0.6;Central
Furniture;3.06.2017;60623;Consumer;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;-194.824;5;0.6;Central
Furniture;4/20/2018;60653;Consumer;Master Caster Door Stop, Large Neon Orange;-6.188;5;0.6;Central
Furniture;9.03.2018;75217;Consumer;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;-105.69;5;0.6;Central
Furniture;11.07.2017;75220;Consumer;"Executive Impressions 14"" Contract Wall Clock with Quartz Movement";-17.784;5;0.6;Central
Furniture;12/31/2016;75051;Consumer;Eldon Expressions Wood Desk Accessories, Oak;-11.439;5;0.6;Central
Furniture;11.07.2016;77041;Consumer;Tenex Chairmats For Use with Hard Floors;-84.448;5;0.6;Central
Furniture;1.01.2018;77340;Consumer;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;-187.3815;5;0.6;Central
Furniture;10/13/2017;78041;Consumer;"Tenex ""The Solids"" Textured Chair Mats";-150.414;5;0.6;Central
Furniture;12/27/2015;60076;Consumer;DAX Wood Document Frame;-19.7712;6;0.6;Central
Furniture;3.01.2015;79907;Consumer;DAX Black Cherry Wood-Tone Poster Frame;-34.9536;6;0.6;Central
Furniture;12.04.2018;7501;Consumer;"Tensor ""Hersey Kiss"" Styled Floor Lamp";1.5588;1;0;East
Furniture;9.04.2017;10011;Consumer;"Howard Miller 16"" Diameter Gallery Wall Clock";24.9366;1;0;East
Furniture;6/30/2018;10024;Consumer;"Executive Impressions 14""";9.7812;1;0;East
Furniture;11/21/2018;10035;Consumer;Howard Miller Distant Time Traveler Alarm Clock;11.2422;1;0;East
Furniture;7/27/2018;10701;Consumer;Tensor Computer Mounted Lamp;4.0203;1;0;East
Furniture;12.01.2017;20852;Consumer;Harbour Creations Steel Folding Chair;51.75;2;0;East
Furniture;2/16/2017;7109;Consumer;Hon Comfortask Task/Swivel Chairs;36.4736;2;0;East
Furniture;7.09.2016;20735;Consumer;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;20.0156;2;0;East
Furniture;10.12.2018;8701;Consumer;DAX Two-Tone Silver Metal Document Frame;17.4064;2;0;East
Furniture;12/17/2018;10009;Consumer;Deflect-o Glass Clear Studded Chair Mats;27.3592;2;0;East
Furniture;9/15/2015;10011;Consumer;Master Caster Door Stop, Large Neon Orange;6.2608;2;0;East
Furniture;9.02.2017;10024;Consumer;Telescoping Adjustable Floor Lamp;9.995;2;0;East
Furniture;5/18/2018;10024;Consumer;Master Caster Door Stop, Large Neon Orange;6.2608;2;0;East
Furniture;6.04.2015;10035;Consumer;G.E. Halogen Desk Lamp Bulbs;6.7008;2;0;East
Furniture;6.04.2015;10035;Consumer;"Seth Thomas 14"" Day/Date Wall Clock";21.0752;2;0;East
Furniture;12/18/2018;11572;Consumer;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;8.532;2;0;East
Furniture;11/13/2016;19711;Consumer;Bestar Classic Bookcase;56.9943;3;0;East
Furniture;9/20/2015;21044;Consumer;O'Sullivan Living Dimensions 2-Shelf Bookcases;36.294;3;0;East
Furniture;4/27/2016;20016;Consumer;Global Comet Stacking Arm Chair;316.8825;3;0;East
Furniture;12.04.2018;7501;Consumer;Global Low Back Tilter Chair;18.1764;3;0;East
Furniture;12.04.2018;7501;Consumer;Global Value Steno Chair, Gray;45.555;3;0;East
Furniture;11/14/2016;19901;Consumer;"Executive Impressions 13"" Chairman Wall Clock";26.649;3;0;East
Furniture;5/26/2017;20016;Consumer;9-3/4 Diameter Round Wall Clock;17.3754;3;0;East
Furniture;9/20/2015;21044;Consumer;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;50.9082;3;0;East
Furniture;9/17/2017;1752;Consumer;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;6.2244;3;0;East
Furniture;9/17/2017;1752;Consumer;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";61.3824;3;0;East
Furniture;11/28/2016;11520;Consumer;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";64.518;3;0;East
Furniture;12.04.2016;11550;Consumer;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;11.376;3;0;East
Furniture;9/18/2017;10801;Consumer;DAX Two-Tone Silver Metal Document Frame;26.1096;3;0;East
Furniture;9.01.2017;10011;Consumer;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";61.3824;3;0;East
Furniture;5.08.2016;10024;Consumer;DAX Black Cherry Wood-Tone Poster Frame;30.1872;3;0;East
Furniture;9/22/2015;10035;Consumer;"Computer Room Manger, 14""";35.0784;3;0;East
Furniture;2.06.2016;19805;Consumer;Hon Metal Bookcases, Putty;82.3368;4;0;East
Furniture;5.07.2015;1841;Consumer;Lifetime Advantage Folding Chairs, 4/Carton;244.2496;4;0;East
Furniture;11/14/2017;19711;Consumer;Stacking Trays by OIC;6.5736;4;0;East
Furniture;8/26/2015;19711;Consumer;Acrylic Self-Standing Desk Frames;4.0584;4;0;East
Furniture;12.06.2016;10009;Consumer;"Seth Thomas 14"" Day/Date Wall Clock";42.1504;4;0;East
Furniture;5/19/2017;10011;Consumer;Nu-Dell Float Frame 11 x 14 1/2;15.0864;4;0;East
Furniture;11/17/2018;10011;Consumer;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";76.9816;4;0;East
Furniture;12/14/2017;10011;Consumer;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";198.46;4;0;East
Furniture;10.12.2018;8701;Consumer;Global Adaptabilites Bookcase, Cherry/Storm Gray Finish;129.294;5;0;East
Furniture;11.01.2016;10011;Consumer;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";106.477;5;0;East
Furniture;11.01.2015;11561;Consumer;Master Big Foot Doorstop, Beige;9.8208;6;0;East
Furniture;11.02.2015;10024;Consumer;Tensor Computer Mounted Lamp;24.1218;6;0;East
Furniture;5.07.2017;10009;Consumer;Staple-based wall hangings;28.0192;8;0;East
Furniture;3/29/2017;10009;Consumer;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";124.2;8;0;East
Furniture;5/19/2017;10011;Consumer;DAX Value U-Channel Document Frames, Easel Back;12.3256;8;0;East
Furniture;3.08.2017;10011;Consumer;Coloredge Poster Frame;44.304;8;0;East
Furniture;2.06.2016;19805;Consumer;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;266.4522;9;0;East
Furniture;12/24/2017;10035;Consumer;Luxo Adjustable Task Clamp Lamp;207.8856;9;0;East
Furniture;9/20/2018;10035;Consumer;Global Leather Task Chair, Black;8.0991;1;0.1;East
Furniture;12.04.2016;11550;Consumer;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;68.3332;2;0.1;East
Furniture;9/18/2017;10801;Consumer;Global Leather Executive Chair;140.396;2;0.1;East
Furniture;10.08.2018;10009;Consumer;Office Star - Ergonomically Designed Knee Chair;3.2392;2;0.1;East
Furniture;11.01.2016;10009;Consumer;Hon Comfortask Task/Swivel Chairs;13.6776;2;0.1;East
Furniture;3/24/2018;10011;Consumer;Global Airflow Leather Mesh Back Chair, Black;60.392;2;0.1;East
Furniture;5.08.2016;10024;Consumer;Situations Contoured Folding Chairs, 4/Set;21.294;2;0.1;East
Furniture;9/17/2016;10035;Consumer;Office Star Flex Back Scooter Chair with White Frame;8.8784;2;0.1;East
Furniture;12/24/2018;11572;Consumer;DMI Arturo Collection Mission-style Design Wood Chair;48.3136;2;0.1;East
Furniture;11.02.2016;12180;Consumer;Global Armless Task Chair, Royal Blue;8.5372;2;0.1;East
Furniture;2/16/2017;10024;Consumer;Hon Every-Day Chair Series Swivel Task Chairs;39.9234;3;0.1;East
Furniture;9/20/2018;10035;Consumer;Hon Valutask Swivel Chairs;18.1764;3;0.1;East
Furniture;5.07.2017;10009;Consumer;Hon Mobius Operator's Chair;59.0352;4;0.1;East
Furniture;9/22/2015;10035;Consumer;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;83.7096;4;0.1;East
Furniture;6.12.2018;10035;Consumer;Safco Contoured Stacking Chairs;143.04;4;0.1;East
Furniture;12.04.2016;11550;Consumer;Office Star - Ergonomically Designed Knee Chair;8.098;5;0.1;East
Furniture;9/20/2018;10035;Consumer;Global Troy Executive Leather Low-Back Tilter;375.735;5;0.1;East
Furniture;3/31/2017;10009;Consumer;Global Value Steno Chair, Gray;54.666;6;0.1;East
Furniture;4.01.2017;10009;Consumer;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;292.776;6;0.1;East
Furniture;3/25/2015;10009;Consumer;Iceberg Nesting Folding Chair, 19w x 6d x 43h;65.2064;7;0.1;East
Furniture;8/21/2017;10035;Consumer;Leather Task Chair, Black;63.686;7;0.1;East
Furniture;12/25/2017;10009;Consumer;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;313.2624;8;0.1;East
Furniture;12/18/2018;10009;Consumer;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;139.5702;9;0.1;East
Furniture;9/20/2018;10035;Consumer;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;609.7157;11;0.1;East
Furniture;10/27/2017;10011;Consumer;Metal Folding Chairs, Beige, 4/Carton;80.7772;14;0.1;East
Furniture;3.10.2017;11561;Consumer;O'Sullivan Living Dimensions 5-Shelf Bookcases;-22.098;1;0.2;East
Furniture;2.06.2018;10024;Consumer;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;30.098;1;0.2;East
Furniture;6/29/2016;17602;Consumer;Eldon Executive Woodline II Desk Accessories, Mahogany;1.7591;1;0.2;East
Furniture;6/21/2015;19120;Consumer;Stacking Trays by OIC;0.6474;1;0.2;East
Furniture;6/21/2017;10011;Consumer;O'Sullivan Living Dimensions 5-Shelf Bookcases;-44.196;2;0.2;East
Furniture;12/25/2016;10024;Consumer;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;56.196;2;0.2;East
Furniture;6.04.2015;10035;Consumer;O'Sullivan Living Dimensions 5-Shelf Bookcases;-44.196;2;0.2;East
Furniture;11/24/2018;10035;Consumer;O'Sullivan Plantations 2-Door Library in Landvery Oak;-16.0784;2;0.2;East
Furniture;9.09.2018;44105;Consumer;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;-9.0904;2;0.2;East
Furniture;6.06.2017;45014;Consumer;Deflect-o EconoMat Nonstudded, No Bevel Mat;0;2;0.2;East
Furniture;11/20/2016;43302;Consumer;Ultra Commercial Grade Dual Valve Door Closer;9.5736;2;0.2;East
Furniture;11/20/2018;43055;Consumer;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;1.5714;2;0.2;East
Furniture;7/22/2017;18103;Consumer;Master Caster Door Stop, Large Neon Orange;3.3488;2;0.2;East
Furniture;7.07.2015;19120;Consumer;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";12.0764;2;0.2;East
Furniture;6.12.2016;19134;Consumer;DataProducts Ampli Magnifier Task Lamp, Black,;4.3296;2;0.2;East
Furniture;10/30/2018;19140;Consumer;Stacking Tray, Side-Loading, Legal, Smoke;0.9856;2;0.2;East
Furniture;7/14/2015;19140;Consumer;Tensor Track Tree Floor Lamp;1.1994;2;0.2;East
Furniture;11.05.2015;19143;Consumer;Tenex Antistatic Computer Chair Mats;-34.196;2;0.2;East
Furniture;4/14/2018;10024;Consumer;Bush Westfield Collection Bookcases, Fully Assembled;9.0882;3;0.2;East
Furniture;10.09.2018;10024;Consumer;O'Sullivan Elevations Bookcase, Cherry Finish;-15.7176;3;0.2;East
Furniture;11/21/2017;43229;Consumer;"Computer Room Manger, 14""";15.5904;3;0.2;East
Furniture;6.06.2017;45014;Consumer;Electrix Halogen Magnifier Lamp;34.974;3;0.2;East
Furniture;12/20/2015;45011;Consumer;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;-21.4704;3;0.2;East
Furniture;11/18/2015;19140;Consumer;Eldon Executive Woodline II Desk Accessories, Mahogany;5.2773;3;0.2;East
Furniture;4.10.2018;19143;Consumer;"Linden 10"" Round Wall Clock, Black";6.4176;3;0.2;East
Furniture;9/30/2017;10011;Consumer;O'Sullivan Elevations Bookcase, Cherry Finish;-26.196;5;0.2;East
Furniture;9/17/2016;10035;Consumer;DMI Eclipse Executive Suite Bookcases;-25.049;5;0.2;East
Furniture;11/28/2016;43229;Consumer;"Seth Thomas 13 1/2"" Wall Clock";9.779;5;0.2;East
Furniture;3/14/2017;43229;Consumer;Advantus Panel Wall Acrylic Frame;6.2905;5;0.2;East
Furniture;7/14/2018;43229;Consumer;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";148.845;5;0.2;East
Furniture;11/20/2018;43055;Consumer;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;28.13;5;0.2;East
Furniture;9/17/2016;10035;Consumer;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;158.5764;6;0.2;East
Furniture;11/24/2015;43615;Consumer;Eldon 200 Class Desk Accessories, Burgundy;9.6712;7;0.2;East
Furniture;9.05.2017;19134;Consumer;"6"" Cubicle Wall Clock, Black";11.6496;9;0.2;East
Furniture;11/17/2015;14215;Consumer;DMI Eclipse Executive Suite Bookcases;-50.098;10;0.2;East
Furniture;11/30/2016;10035;Consumer;Hon Metal Bookcases, Black;42.588;12;0.2;East
Furniture;12.11.2018;19120;Consumer;Leather Task Chair, Black;-9.098;1;0.3;East
Furniture;5.08.2018;43229;Consumer;Global Chrome Stack Chair;-2.0568;2;0.3;East
Furniture;9/24/2017;43229;Consumer;Office Star - Contemporary Task Swivel Chair;-13.3176;2;0.3;East
Furniture;9.05.2017;43130;Consumer;Global Push Button Manager's Chair, Indigo;-1.2178;2;0.3;East
Furniture;11.12.2017;44134;Consumer;Hon 4070 Series Pagoda Round Back Stacking Chairs;-12.8392;2;0.3;East
Furniture;7.07.2015;19120;Consumer;Global High-Back Leather Tilter, Burgundy;-46.7362;2;0.3;East
Furniture;9.05.2017;19134;Consumer;Global Task Chair, Black;-19.3382;2;0.3;East
Furniture;12.01.2018;19140;Consumer;Global Commerce Series High-Back Swivel/Tilt Chairs;-28.498;2;0.3;East
Furniture;11.06.2018;19143;Consumer;Global Wood Trimmed Manager's Task Chair, Khaki;-30.9332;2;0.3;East
Furniture;10.04.2017;21215;Consumer;Bush Andora Conference Table, Maple/Graphite Gray Finish;-23.9372;2;0.3;East
Furniture;5.07.2015;1841;Consumer;Balt Split Level Computer Training Table;-38.85;2;0.3;East
Furniture;5/22/2017;7055;Consumer;Bevis 36 x 72 Conference Tables;-19.9184;2;0.3;East
Furniture;3.11.2017;8360;Consumer;Chromcraft Round Conference Tables;-31.3722;2;0.3;East
Furniture;11/21/2017;43229;Consumer;Global Value Steno Chair, Gray;-9.111;3;0.3;East
Furniture;6/22/2015;19013;Consumer;Padded Folding Chairs, Black, 4/Carton;-4.8588;3;0.3;East
Furniture;9.05.2017;19134;Consumer;Global Comet Stacking Arm Chair;-63.3765;3;0.3;East
Furniture;7/15/2018;19805;Consumer;Hon 2111 Invitation Series Straight Table;-48.7839;3;0.3;East
Furniture;5.12.2015;2038;Consumer;Bevis Traditional Conference Table Top, Plinth Base;-130.0104;3;0.3;East
Furniture;7/18/2018;19134;Consumer;Situations Contoured Folding Chairs, 4/Set;-14.196;4;0.3;East
Furniture;12.08.2018;19140;Consumer;Global Deluxe Steno Chair;-58.5048;4;0.3;East
Furniture;6/22/2015;19013;Consumer;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;0;5;0.3;East
Furniture;10/31/2017;19143;Consumer;Hon Olson Stacker Stools;-14.081;5;0.3;East
Furniture;11/17/2015;19143;Consumer;Hon Every-Day Series Multi-Task Chairs;-93.99;5;0.3;East
Furniture;5.03.2016;19140;Consumer;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;-36.1764;6;0.3;East
Furniture;11.12.2017;44134;Consumer;Global Leather and Oak Executive Chair, Black;-21.0686;7;0.3;East
Furniture;11.12.2017;44134;Consumer;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;0;9;0.3;East
Furniture;10.01.2017;10024;Consumer;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";-115.7058;1;0.4;East
Furniture;12/14/2015;43302;Consumer;Hon Rectangular Conference Tables;-52.3365;1;0.4;East
Furniture;12/26/2016;44256;Consumer;KI Adjustable-Height Table;-15.4764;1;0.4;East
Furniture;4.08.2015;43615;Consumer;Riverside Furniture Stanwyck Manor Table Series;-94.6605;1;0.4;East
Furniture;12/25/2018;45014;Consumer;Hon Rectangular Conference Tables;-104.673;2;0.4;East
Furniture;1.10.2016;10011;Consumer;Bush Advantage Collection Racetrack Conference Table;-373.3048;4;0.4;East
Furniture;11.07.2018;19120;Consumer;Bevis Rectangular Conference Tables;-140.1408;4;0.4;East
Furniture;8/16/2015;19143;Consumer;Chromcraft Rectangular Conference Tables;-227.4912;6;0.4;East
Furniture;3.01.2017;10701;Consumer;Chromcraft Round Conference Tables;-264.9208;8;0.4;East
Furniture;11/21/2016;19120;Consumer;Bevis Oval Conference Table, Walnut;-480.2032;8;0.4;East
Furniture;8/25/2018;19140;Consumer;Bush Somerset Collection Bookcase;-89.0664;2;0.5;East
Furniture;8/16/2016;19120;Consumer;O'Sullivan Plantations 2-Door Library in Landvery Oak;-204.9996;3;0.5;East
Furniture;3/29/2017;45503;Consumer;Bush Andora Bookcase, Maple/Graphite Gray Finish;-167.986;5;0.5;East
Furniture;9/18/2017;36830;Consumer;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;84.2352;1;0;South
Furniture;7/14/2017;31907;Consumer;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";15.525;1;0;South
Furniture;7.03.2018;31907;Consumer;Westinghouse Floor Lamp with Metal Mesh Shade, Black;5.5177;1;0;South
Furniture;6/27/2015;38671;Consumer;KI Adjustable-Height Table;22.3548;1;0;South
Furniture;7/26/2015;30318;Consumer;Metal Folding Chairs, Beige, 4/Carton;18.3276;2;0;South
Furniture;4/21/2016;40214;Consumer;Global Deluxe Office Fabric Chairs;51.8292;2;0;South
Furniture;6.11.2016;71203;Consumer;DAX Clear Channel Poster Frame;10.7892;2;0;South
Furniture;9/15/2016;36608;Consumer;Bretford CR8500 Series Meeting Room Furniture;200.49;2;0;South
Furniture;11.01.2016;72032;Consumer;"Iceberg OfficeWorks 42"" Round Tables";45.294;2;0;South
Furniture;7/21/2018;24153;Consumer;Bush Westfield Collection Bookcases, Fully Assembled;69.6762;3;0;South
Furniture;1/20/2015;72401;Consumer;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;224.2674;3;0;South
Furniture;8/26/2017;30605;Consumer;Deflect-o Glass Clear Studded Chair Mats;41.0388;3;0;South
Furniture;9/13/2016;30318;Consumer;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;12.993;3;0;South
Furniture;7/26/2015;30318;Consumer;DAX Cubicle Frames, 8-1/2 x 11;9.2556;3;0;South
Furniture;9.04.2017;40324;Consumer;Coloredge Poster Frame;16.614;3;0;South
Furniture;4/21/2016;40214;Consumer;"Tenex ""The Solids"" Textured Chair Mats";35.6796;3;0;South
Furniture;6/18/2016;22204;Consumer;"Seth Thomas 8 1/2"" Cubicle Clock";19.4688;3;0;South
Furniture;9.05.2017;23320;Consumer;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";314.0586;3;0;South
Furniture;2.03.2017;40475;Consumer;Hon Multipurpose Stacking Arm Chairs;225.264;4;0;South
Furniture;12/24/2018;70506;Consumer;Iceberg Nesting Folding Chair, 19w x 6d x 43h;60.5488;4;0;South
Furniture;9/21/2016;29203;Consumer;Global Comet Stacking Arm Chair;422.51;4;0;South
Furniture;1/20/2015;72401;Consumer;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;11.58;4;0;South
Furniture;1/26/2018;31907;Consumer;Artistic Insta-Plaque;24.4608;4;0;South
Furniture;2/16/2017;42420;Consumer;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;34.9888;4;0;South
Furniture;4.12.2017;22153;Consumer;KI Adjustable-Height Table;75.6624;4;0;South
Furniture;7/19/2017;39401;Consumer;Hon 4-Shelf Metal Bookcases;126.225;5;0;South
Furniture;12/17/2018;23320;Consumer;Hon Valutask Swivel Chairs;80.784;5;0;South
Furniture;12/25/2017;72701;Consumer;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";137.54;5;0;South
Furniture;9/14/2015;31204;Consumer;"Seth Thomas 14"" Day/Date Wall Clock";52.688;5;0;South
Furniture;7/21/2018;24153;Consumer;Regeneration Desk Collection;3.872;5;0;South
Furniture;10/26/2018;23464;Consumer;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;60.6645;5;0;South
Furniture;9/24/2016;70506;Consumer;Harbour Creations Steel Folding Chair;155.25;6;0;South
Furniture;6.01.2015;72209;Consumer;3M Hangers With Command Adhesive;9.102;6;0;South
Furniture;11/19/2018;42420;Consumer;3M Polarizing Task Lamp with Clamp Arm, Light Gray;213.6888;6;0;South
Furniture;7/19/2017;39401;Consumer;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;76.0878;6;0;South
Furniture;12/14/2017;39212;Consumer;"Executive Impressions 14""";58.6872;6;0;South
Furniture;12.07.2018;23223;Consumer;DAX Wood Document Frame.;25.5378;6;0;South
Furniture;2.11.2015;23320;Consumer;Hon 2111 Invitation Series Corner Table;75.3732;6;0;South
Furniture;9/15/2016;36608;Consumer;Global Manager's Adjustable Task Chair, Storm;306.4894;7;0;South
Furniture;7/25/2017;39212;Consumer;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";388.8128;8;0;South
Furniture;8/19/2015;72401;Consumer;Hon Metal Bookcases, Gray;172.4814;9;0;South
Furniture;5/19/2018;30318;Consumer;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;374.6286;9;0;South
Furniture;10/14/2017;28540;Consumer;SAFCO Folding Chair Trolley;10.2592;1;0.2;South
Furniture;10/15/2015;33012;Consumer;"Executive Impressions 13"" Clairmont Wall Clock";4.0383;1;0.2;South
Furniture;8/13/2018;38109;Consumer;Eldon Radial Chair Mat for Low to Medium Pile Carpets;0;1;0.2;South
Furniture;6.03.2018;33024;Consumer;Bush Mission Pointe Library;0;2;0.2;South
Furniture;6/15/2018;28110;Consumer;O'Sullivan 2-Shelf Heavy-Duty Bookcases;-3.8864;2;0.2;South
Furniture;9.04.2018;33437;Consumer;Global Value Steno Chair, Gray;6.074;2;0.2;South
Furniture;2/25/2018;27834;Consumer;Global High-Back Leather Tilter, Burgundy;-22.1382;2;0.2;South
Furniture;11/29/2018;37421;Consumer;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;48.796;2;0.2;South
Furniture;11/20/2018;38301;Consumer;Office Star - Mesh Screen back chair with Vinyl seat;-23.5764;2;0.2;South
Furniture;8/13/2018;38109;Consumer;Hon Olson Stacker Chairs;47.6604;2;0.2;South
Furniture;6.12.2018;33710;Consumer;Dana Swing-Arm Lamps;1.068;2;0.2;South
Furniture;4.11.2016;33614;Consumer;Executive Impressions Supervisor Wall Clock;10.104;2;0.2;South
Furniture;7/17/2018;33614;Consumer;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;2.1736;2;0.2;South
Furniture;11/20/2016;33180;Consumer;O'Sullivan Living Dimensions 2-Shelf Bookcases;-36.294;3;0.2;South
Furniture;7/16/2018;28205;Consumer;Global Fabric Manager's Chair, Dark Gray;15.147;3;0.2;South
Furniture;6/15/2018;28110;Consumer;Global Executive Mid-Back Manager's Chair;52.3764;3;0.2;South
Furniture;12/20/2015;38401;Consumer;SAFCO Arco Folding Chair;74.574;3;0.2;South
Furniture;3/21/2015;37918;Consumer;Global Highback Leather Tilter in Burgundy;-10.9188;3;0.2;South
Furniture;3.08.2017;33142;Consumer;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;-3.8385;3;0.2;South
Furniture;4.11.2016;33614;Consumer;"Executive Impressions 14"" Two-Color Numerals Wall Clock";14.3136;3;0.2;South
Furniture;12.03.2016;28540;Consumer;"Seth Thomas 16"" Steel Case Clock";12.6672;3;0.2;South
Furniture;11.03.2015;28540;Consumer;Tenex Antistatic Computer Chair Mats;-51.294;3;0.2;South
Furniture;8.11.2016;27604;Consumer;"Executive Impressions 13"" Clairmont Wall Clock";12.1149;3;0.2;South
Furniture;9.09.2018;38401;Consumer;Eldon Wave Desk Accessories;4.2408;3;0.2;South
Furniture;3/21/2015;37918;Consumer;DAX Wood Document Frame;6.5904;3;0.2;South
Furniture;5/29/2017;37211;Consumer;3M Polarizing Light Filter Sleeves;14.547;3;0.2;South
Furniture;1/22/2017;28314;Consumer;Sauder Forest Hills Library, Woodland Oak Finish;-67.6704;4;0.2;South
Furniture;12/14/2015;32725;Consumer;Iceberg Nesting Folding Chair, 19w x 6d x 43h;13.9728;4;0.2;South
